133,158,160,33,144,153
"[0.3827304542064667, 0.5041404366493225]","[0.3492112159729004, 0.49492374062538147]","[0.31490588188171387, 0.49664580821990967]","[0.2884539067745209, 0.5051192045211792]","[0.3179280459880829, 0.5104067921638489]","[0.35235950350761414, 0.5093771815299988]"
"[0.3837157189846039, 0.5047575235366821]","[0.35030579566955566, 0.49563172459602356]","[0.3159542679786682, 0.4974139332771301]","[0.2890578508377075, 0.5059906244277954]","[0.31864291429519653, 0.5111047029495239]","[0.353139191865921, 0.5100594758987427]"
"[0.38306495547294617, 0.5047017335891724]","[0.3499634265899658, 0.4958263039588928]","[0.3159353733062744, 0.49748072028160095]","[0.28926801681518555, 0.5057907104492188]","[0.3185942471027374, 0.5109078884124756]","[0.3528701364994049, 0.5099079608917236]"
"[0.3832987844944, 0.5049879550933838]","[0.3502105474472046, 0.4961303472518921]","[0.31625494360923767, 0.4979220926761627]","[0.289463609457016, 0.506341814994812]","[0.3188844323158264, 0.5114390850067139]","[0.35310661792755127, 0.5103886723518372]"
"[0.38360080122947693, 0.5056924223899841]","[0.3503248691558838, 0.4970110058784485]","[0.31631672382354736, 0.4989115595817566]","[0.2896766662597656, 0.5073107481002808]","[0.319139689207077, 0.5122402310371399]","[0.35336071252822876, 0.5110800266265869]"
"[0.3843376338481903, 0.505266547203064]","[0.3509104251861572, 0.496457040309906]","[0.3168608546257019, 0.49833786487579346]","[0.2903532385826111, 0.5068210363388062]","[0.31957679986953735, 0.5117958188056946]","[0.3538934588432312, 0.510641872882843]"
"[0.3832319676876068, 0.5057930946350098]","[0.3498426675796509, 0.4968075752258301]","[0.315702348947525, 0.4987362325191498]","[0.28894132375717163, 0.5074678659439087]","[0.31837356090545654, 0.5123834013938904]","[0.35274413228034973, 0.5112234950065613]"
"[0.38281068205833435, 0.5056828260421753]","[0.3495355248451233, 0.4969581365585327]","[0.31556475162506104, 0.498905211687088]","[0.2887592911720276, 0.5074653625488281]","[0.3183140754699707, 0.5123593807220459]","[0.3526577949523926, 0.5111141800880432]"
"[0.38353538513183594, 0.506057620048523]","[0.3501925468444824, 0.4977031946182251]","[0.31627175211906433, 0.49976569414138794]","[0.28969764709472656, 0.5082985162734985]","[0.31886669993400574, 0.5130593776702881]","[0.3531392812728882, 0.5116703510284424]"
"[0.3841294050216675, 0.5076032876968384]","[0.35150352120399475, 0.4993354082107544]","[0.318469375371933, 0.5012952089309692]","[0.2922670543193817, 0.5096108317375183]","[0.3209949731826782, 0.5141319036483765]","[0.3545297682285309, 0.5128981471061707]"
"[0.38437938690185547, 0.5059686899185181]","[0.351870596408844, 0.4974994659423828]","[0.3181976079940796, 0.49912041425704956]","[0.2911938428878784, 0.5072463154792786]","[0.3202725648880005, 0.5121918320655823]","[0.3543055057525635, 0.5111618638038635]"
"[0.38276663422584534, 0.50651615858078]","[0.349780797958374, 0.49768882989883423]","[0.3158194124698639, 0.4994976222515106]","[0.28895097970962524, 0.507980465888977]","[0.3180951178073883, 0.5128708481788635]","[0.35236209630966187, 0.5118461847305298]"
"[0.3838587999343872, 0.5062419176101685]","[0.3510817289352417, 0.4978785514831543]","[0.317272812128067, 0.4995810389518738]","[0.29026833176612854, 0.5076420307159424]","[0.31955233216285706, 0.5125461220741272]","[0.35371559858322144, 0.5114816427230835]"
"[0.3838275372982025, 0.5058962106704712]","[0.3509162664413452, 0.4973820149898529]","[0.3168090581893921, 0.49904507398605347]","[0.28941187262535095, 0.5071048736572266]","[0.31904059648513794, 0.5120605826377869]","[0.3534702956676483, 0.5110886693000793]"
"[0.3835877776145935, 0.5073515176773071]","[0.3506028652191162, 0.49929380416870117]","[0.3169754147529602, 0.501175045967102]","[0.2900945842266083, 0.5091657042503357]","[0.31950458884239197, 0.5139694213867188]","[0.3535957634449005, 0.512757420539856]"
"[0.38516226410865784, 0.5062038898468018]","[0.35209211707115173, 0.4973506033420563]","[0.3179979920387268, 0.4991816282272339]","[0.29124581813812256, 0.5075901746749878]","[0.32048168778419495, 0.5126760601997375]","[0.3547091782093048, 0.5115559101104736]"
"[0.3830884099006653, 0.5070918202400208]","[0.3499000370502472, 0.49808287620544434]","[0.3158681094646454, 0.4998853802680969]","[0.2892095446586609, 0.5083284974098206]","[0.31864094734191895, 0.5133342742919922]","[0.352784663438797, 0.5123054385185242]"
"[0.38332390785217285, 0.5063708424568176]","[0.35004937648773193, 0.4976937174797058]","[0.3156694173812866, 0.499432772397995]","[0.2887399196624756, 0.5075123906135559]","[0.3183709681034088, 0.5125383138656616]","[0.35278815031051636, 0.5114992260932922]"
"[0.38280370831489563, 0.5066317319869995]","[0.3493741750717163, 0.49759456515312195]","[0.3151603639125824, 0.49945396184921265]","[0.28841549158096313, 0.507965087890625]","[0.31782448291778564, 0.5130151510238647]","[0.35216960310935974, 0.5119953155517578]"
"[0.3833736777305603, 0.5069762468338013]","[0.34984272718429565, 0.49800440669059753]","[0.31547272205352783, 0.49981334805488586]","[0.2888818383216858, 0.5079801082611084]","[0.3186464309692383, 0.5131546854972839]","[0.35300135612487793, 0.5121340751647949]"
"[0.3828006088733673, 0.5050612688064575]","[0.34888947010040283, 0.4953940808773041]","[0.3140110671520233, 0.49712586402893066]","[0.2871401309967041, 0.5059431195259094]","[0.31657707691192627, 0.5114806890487671]","[0.35146862268447876, 0.5105518698692322]"
"[0.3842165172100067, 0.5042126178741455]","[0.3503735661506653, 0.4942267835140228]","[0.31525254249572754, 0.49585914611816406]","[0.28833669424057007, 0.5045679807662964]","[0.3182676434516907, 0.510115385055542]","[0.35312461853027344, 0.509345293045044]"
"[0.3829215168952942, 0.5044957399368286]","[0.34877973794937134, 0.4945862889289856]","[0.31352388858795166, 0.4963345527648926]","[0.28661632537841797, 0.5050652623176575]","[0.3169175684452057, 0.5105692148208618]","[0.35188695788383484, 0.5096848011016846]"
"[0.3827081620693207, 0.504849374294281]","[0.34862077236175537, 0.49547499418258667]","[0.3137650489807129, 0.4974149167537689]","[0.286873459815979, 0.5059927105903625]","[0.31716910004615784, 0.5110872387886047]","[0.35196954011917114, 0.5100324749946594]"
"[0.3828963041305542, 0.5053876638412476]","[0.3486412763595581, 0.4958708882331848]","[0.3133014440536499, 0.49764978885650635]","[0.2859534025192261, 0.5063044428825378]","[0.3164427578449249, 0.5115945339202881]","[0.35166674852371216, 0.5105579495429993]"
"[0.38191869854927063, 0.5050925612449646]","[0.34797120094299316, 0.49588316679000854]","[0.31307166814804077, 0.49771183729171753]","[0.28597474098205566, 0.5062510967254639]","[0.3162097632884979, 0.5113810300827026]","[0.3511323928833008, 0.5103186964988708]"
"[0.3818076550960541, 0.5055381059646606]","[0.34781020879745483, 0.4962990880012512]","[0.3126373589038849, 0.4980558753013611]","[0.28526508808135986, 0.5065452456474304]","[0.31560903787612915, 0.5117589235305786]","[0.35072076320648193, 0.5107386112213135]"
"[0.38069307804107666, 0.5049183964729309]","[0.34696879982948303, 0.4957377016544342]","[0.3122558295726776, 0.4975432753562927]","[0.2851971983909607, 0.5060436129570007]","[0.31508293747901917, 0.5112348794937134]","[0.3498540222644806, 0.5102397203445435]"
"[0.38223719596862793, 0.5047986507415771]","[0.348283052444458, 0.4956273138523102]","[0.31320151686668396, 0.49738380312919617]","[0.285987913608551, 0.5057937502861023]","[0.316220223903656, 0.5108901262283325]","[0.3512367606163025, 0.5099059343338013]"
"[0.3808804750442505, 0.50534588098526]","[0.3470712900161743, 0.4963604211807251]","[0.31236153841018677, 0.4982298016548157]","[0.28535282611846924, 0.5066925287246704]","[0.31547611951828003, 0.5116468667984009]","[0.35021477937698364, 0.5105603933334351]"
"[0.3816198706626892, 0.5057615637779236]","[0.34751248359680176, 0.4967230260372162]","[0.3126058578491211, 0.49865877628326416]","[0.2855187654495239, 0.5073253512382507]","[0.31581583619117737, 0.5121944546699524]","[0.35081490874290466, 0.5110093951225281]"
"[0.38127806782722473, 0.5045170187950134]","[0.34776708483695984, 0.49542859196662903]","[0.313257098197937, 0.49722668528556824]","[0.2864828109741211, 0.5057574510574341]","[0.31586533784866333, 0.510689914226532]","[0.3504321575164795, 0.5096933841705322]"
"[0.38239216804504395, 0.5060918927192688]","[0.34908175468444824, 0.49697840213775635]","[0.31475210189819336, 0.49878713488578796]","[0.28830063343048096, 0.5074187517166138]","[0.3177935481071472, 0.512377142906189]","[0.35204577445983887, 0.5113152861595154]"
"[0.3803887665271759, 0.5048342943191528]","[0.3467908203601837, 0.49548059701919556]","[0.3118678629398346, 0.4971296191215515]","[0.2846837639808655, 0.50577712059021]","[0.3146858811378479, 0.5109344720840454]","[0.3495100140571594, 0.509986162185669]"
"[0.3802621364593506, 0.5066531896591187]","[0.34635812044143677, 0.4973461925983429]","[0.3113657236099243, 0.49906495213508606]","[0.2841240167617798, 0.5078511834144592]","[0.31418538093566895, 0.5129808187484741]","[0.3491813838481903, 0.5119636654853821]"
"[0.3818148672580719, 0.5052300691604614]","[0.3483598828315735, 0.4958600401878357]","[0.3136143684387207, 0.49743643403053284]","[0.2865484058856964, 0.5059073567390442]","[0.3163745403289795, 0.5112420916557312]","[0.35101938247680664, 0.5103690028190613]"
"[0.3798135817050934, 0.5054543018341064]","[0.34586748480796814, 0.49579355120658875]","[0.3105948865413666, 0.49734991788864136]","[0.2832300066947937, 0.5061066150665283]","[0.313327819108963, 0.5114898085594177]","[0.34853124618530273, 0.5106393098831177]"
"[0.37971216440200806, 0.5051202178001404]","[0.34566810727119446, 0.49541670083999634]","[0.31032103300094604, 0.49701136350631714]","[0.28302252292633057, 0.5057553648948669]","[0.3132392168045044, 0.5111818909645081]","[0.3484610915184021, 0.5103284120559692]"
"[0.3799908459186554, 0.5052860379219055]","[0.3455584645271301, 0.49514031410217285]","[0.3099599778652191, 0.4967738389968872]","[0.2828461527824402, 0.5057648420333862]","[0.31330984830856323, 0.5113025903701782]","[0.34867537021636963, 0.5104669332504272]"
"[0.3800475597381592, 0.5054227113723755]","[0.3457261621952057, 0.49559909105300903]","[0.3102564811706543, 0.4972265958786011]","[0.2829027771949768, 0.5060005784034729]","[0.31339412927627563, 0.5115001201629639]","[0.3487668037414551, 0.5106321573257446]"
"[0.3793122172355652, 0.5046584606170654]","[0.3452617824077606, 0.49473750591278076]","[0.3097496032714844, 0.49622347950935364]","[0.2823237180709839, 0.5050524473190308]","[0.31251662969589233, 0.5106471180915833]","[0.34789007902145386, 0.5098445415496826]"
"[0.37976783514022827, 0.5048760175704956]","[0.3459707498550415, 0.4946157932281494]","[0.31073546409606934, 0.49622929096221924]","[0.2835013270378113, 0.5053236484527588]","[0.31364133954048157, 0.5108087062835693]","[0.34869077801704407, 0.5100271701812744]"
"[0.37931394577026367, 0.504673182964325]","[0.34489598870277405, 0.4951637387275696]","[0.3091864287853241, 0.49690884351730347]","[0.28119832277297974, 0.5057816505432129]","[0.3122069239616394, 0.5109043121337891]","[0.34787386655807495, 0.5098455548286438]"
"[0.38111287355422974, 0.5049232840538025]","[0.34728437662124634, 0.49561771750450134]","[0.3122435510158539, 0.49747535586357117]","[0.284653902053833, 0.5063484907150269]","[0.3151931166648865, 0.5113484859466553]","[0.35021263360977173, 0.5101937651634216]"
"[0.3796931803226471, 0.5045329332351685]","[0.3451610803604126, 0.4956642687320709]","[0.30979928374290466, 0.4977758526802063]","[0.28236550092697144, 0.5066549181938171]","[0.3129788935184479, 0.5113695859909058]","[0.34838321805000305, 0.5099548101425171]"
"[0.37956225872039795, 0.5033542513847351]","[0.3456721901893616, 0.4940929710865021]","[0.3104742765426636, 0.4957810938358307]","[0.283098042011261, 0.5045386552810669]","[0.31320369243621826, 0.5096591711044312]","[0.34834858775138855, 0.5085868835449219]"
"[0.379110187292099, 0.5036337375640869]","[0.34494179487228394, 0.4945327639579773]","[0.3096175789833069, 0.4964367747306824]","[0.2819732129573822, 0.5052855610847473]","[0.3128163814544678, 0.5101060271263123]","[0.34812748432159424, 0.5088613629341125]"
"[0.37967705726623535, 0.5047967433929443]","[0.3453422784805298, 0.4962669610977173]","[0.31006020307540894, 0.4983464479446411]","[0.2825041115283966, 0.5070715546607971]","[0.3131128251552582, 0.5115889310836792]","[0.3485031723976135, 0.5101557374000549]"
"[0.3796283006668091, 0.5025970935821533]","[0.3458208739757538, 0.49318039417266846]","[0.31053268909454346, 0.4947647452354431]","[0.2831803262233734, 0.5034475326538086]","[0.31333884596824646, 0.5086776614189148]","[0.3484764099121094, 0.507699728012085]"
"[0.3799217641353607, 0.5025028586387634]","[0.34599387645721436, 0.4937281906604767]","[0.3109287619590759, 0.4954848289489746]","[0.2833196520805359, 0.5038362741470337]","[0.3139176070690155, 0.5085768103599548]","[0.34903889894485474, 0.5074979662895203]"
"[0.37948599457740784, 0.5034866333007812]","[0.34538114070892334, 0.4948543310165405]","[0.3100019693374634, 0.49667468667030334]","[0.2819894552230835, 0.5050980448722839]","[0.312825471162796, 0.5098785161972046]","[0.34828484058380127, 0.5086596608161926]"
"[0.37823256850242615, 0.5039777755737305]","[0.3442431390285492, 0.49577033519744873]","[0.3091050386428833, 0.4977596402168274]","[0.281146764755249, 0.5062267780303955]","[0.31195729970932007, 0.5105710029602051]","[0.34726500511169434, 0.5091673731803894]"
"[0.3783589005470276, 0.5041241645812988]","[0.3444374203681946, 0.49632251262664795]","[0.30942803621292114, 0.4983181655406952]","[0.28139349818229675, 0.506547749042511]","[0.3121086359024048, 0.5108329057693481]","[0.34743958711624146, 0.5093742609024048]"
"[0.37858396768569946, 0.5039812922477722]","[0.34481483697891235, 0.49586665630340576]","[0.309799462556839, 0.49780595302581787]","[0.28194093704223633, 0.506132185459137]","[0.31249868869781494, 0.5105234384536743]","[0.3476492762565613, 0.5091752409934998]"
"[0.37967172265052795, 0.5029124021530151]","[0.34661775827407837, 0.49487340450286865]","[0.31214332580566406, 0.4965684711933136]","[0.2842637896537781, 0.5046461820602417]","[0.3138752579689026, 0.5092931389808655]","[0.34874141216278076, 0.5081882476806641]"
"[0.3793453276157379, 0.503221869468689]","[0.3461192846298218, 0.49394387006759644]","[0.31162360310554504, 0.49571508169174194]","[0.2843966484069824, 0.504733681678772]","[0.313518762588501, 0.5097750425338745]","[0.34827733039855957, 0.5087775588035583]"
"[0.3813799023628235, 0.5024607181549072]","[0.34869664907455444, 0.49309712648391724]","[0.3140624761581421, 0.4943661689758301]","[0.28615444898605347, 0.5026178359985352]","[0.31587743759155273, 0.5078414678573608]","[0.350680410861969, 0.5071942210197449]"
"[0.3823443055152893, 0.5035631060600281]","[0.34906497597694397, 0.49483177065849304]","[0.3145650029182434, 0.49651163816452026]","[0.2868204116821289, 0.5048731565475464]","[0.3165929317474365, 0.5099349021911621]","[0.3515421748161316, 0.5089448094367981]"
"[0.3824726343154907, 0.5027540922164917]","[0.34980297088623047, 0.4933483600616455]","[0.315441370010376, 0.49469709396362305]","[0.2879386246204376, 0.5030876398086548]","[0.3172643184661865, 0.5083937048912048]","[0.35184532403945923, 0.5077217817306519]"
"[0.3811514973640442, 0.5034823417663574]","[0.3478419780731201, 0.49414876103401184]","[0.3130425810813904, 0.49573755264282227]","[0.285361647605896, 0.504407525062561]","[0.31523483991622925, 0.5096560716629028]","[0.3502424657344818, 0.5087743997573853]"
"[0.3812040686607361, 0.50360506772995]","[0.34801483154296875, 0.4944550693035126]","[0.3134547472000122, 0.49598219990730286]","[0.28584471344947815, 0.5045371651649475]","[0.3152775466442108, 0.5097653269767761]","[0.35017696022987366, 0.5089108943939209]"
"[0.38004520535469055, 0.5034849643707275]","[0.34646397829055786, 0.4944188594818115]","[0.31151458621025085, 0.49594399333000183]","[0.28340619802474976, 0.5044648051261902]","[0.3134388029575348, 0.5097460746765137]","[0.3487933576107025, 0.508844256401062]"
"[0.3792082369327545, 0.5027551054954529]","[0.34581026434898376, 0.49401333928108215]","[0.3109899163246155, 0.49553167819976807]","[0.2826828360557556, 0.5037850737571716]","[0.31290948390960693, 0.5089486241340637]","[0.3482261300086975, 0.5080061554908752]"
"[0.3792499899864197, 0.5025297999382019]","[0.3455187678337097, 0.493396133184433]","[0.31035372614860535, 0.49494796991348267]","[0.2821130156517029, 0.5034363865852356]","[0.31246787309646606, 0.5087308883666992]","[0.34796929359436035, 0.5077789425849915]"
"[0.37953081727027893, 0.5019792318344116]","[0.34577786922454834, 0.4923487901687622]","[0.31035858392715454, 0.49369922280311584]","[0.28202539682388306, 0.5022328495979309]","[0.3124597370624542, 0.5078668594360352]","[0.34809380769729614, 0.5070871114730835]"
"[0.38059166073799133, 0.5020859241485596]","[0.3471946716308594, 0.492453932762146]","[0.31227192282676697, 0.49385493993759155]","[0.2841724157333374, 0.5025234818458557]","[0.3140221834182739, 0.5080394744873047]","[0.3493327498435974, 0.5073188543319702]"
"[0.3807609975337982, 0.5021851062774658]","[0.3475057780742645, 0.49273937940597534]","[0.31260359287261963, 0.49407699704170227]","[0.2842675447463989, 0.5025080442428589]","[0.31420278549194336, 0.5079987049102783]","[0.34953081607818604, 0.5073331594467163]"
"[0.3800230026245117, 0.5018226504325867]","[0.3469875454902649, 0.49261629581451416]","[0.31239908933639526, 0.49392449855804443]","[0.28427428007125854, 0.5021595358848572]","[0.3138708472251892, 0.5075265765190125]","[0.3489280641078949, 0.5069134831428528]"
"[0.3791280686855316, 0.5034789443016052]","[0.34574446082115173, 0.4945668578147888]","[0.31096377968788147, 0.49615156650543213]","[0.2830960154533386, 0.5043983459472656]","[0.31293022632598877, 0.5095611810684204]","[0.34803345799446106, 0.5086832642555237]"
"[0.3780764937400818, 0.5030514597892761]","[0.3445565700531006, 0.4947583079338074]","[0.3099572956562042, 0.4965505003929138]","[0.2821265161037445, 0.5047249794006348]","[0.3120015859603882, 0.509541392326355]","[0.3470994234085083, 0.5084014534950256]"
"[0.37892821431159973, 0.5031347274780273]","[0.3455021381378174, 0.49414125084877014]","[0.31024277210235596, 0.49567410349845886]","[0.2818024158477783, 0.504107654094696]","[0.31233730912208557, 0.5091559886932373]","[0.3477371335029602, 0.5081584453582764]"
"[0.37883901596069336, 0.5032742023468018]","[0.3453303873538971, 0.4945184588432312]","[0.31019341945648193, 0.4960828125476837]","[0.2817039489746094, 0.5043812394142151]","[0.311993271112442, 0.5093876719474792]","[0.3474768400192261, 0.5084041357040405]"
"[0.37913596630096436, 0.5029711723327637]","[0.34581610560417175, 0.49473869800567627]","[0.31096115708351135, 0.4962863028049469]","[0.28250226378440857, 0.5042064189910889]","[0.312678724527359, 0.5090073943138123]","[0.3480081558227539, 0.5080177783966064]"
"[0.37872111797332764, 0.5031843185424805]","[0.34537050127983093, 0.4948268532752991]","[0.3107461929321289, 0.4964863955974579]","[0.2826268672943115, 0.5046441555023193]","[0.3126121759414673, 0.5093954801559448]","[0.3477877080440521, 0.5083267688751221]"
"[0.37804174423217773, 0.5032523274421692]","[0.34447118639945984, 0.49455955624580383]","[0.3095289468765259, 0.49622660875320435]","[0.2815003991127014, 0.5045627951622009]","[0.3116064667701721, 0.5093424320220947]","[0.34688127040863037, 0.5083281993865967]"
"[0.3780497610569, 0.5031505227088928]","[0.34461164474487305, 0.494260311126709]","[0.30971723794937134, 0.4958591163158417]","[0.2819002866744995, 0.5042426586151123]","[0.31190377473831177, 0.5091773271560669]","[0.3470391035079956, 0.5082120895385742]"
"[0.37784406542778015, 0.5031832456588745]","[0.3444107472896576, 0.4941982924938202]","[0.309519499540329, 0.4958295524120331]","[0.28176042437553406, 0.5043601989746094]","[0.31172698736190796, 0.5093211531639099]","[0.34686627984046936, 0.5083320140838623]"
"[0.3780398666858673, 0.5032483339309692]","[0.3447054624557495, 0.49430912733078003]","[0.3099214732646942, 0.4959096610546112]","[0.2821696102619171, 0.5043905973434448]","[0.3120587468147278, 0.5093329548835754]","[0.3471280038356781, 0.5083612203598022]"
"[0.37814807891845703, 0.5034241676330566]","[0.3447227478027344, 0.49454769492149353]","[0.3098856806755066, 0.49619364738464355]","[0.2820897698402405, 0.5046896934509277]","[0.31204643845558167, 0.5095767974853516]","[0.34720128774642944, 0.5085680484771729]"
"[0.3781943619251251, 0.503444492816925]","[0.344865083694458, 0.4947066307067871]","[0.3100986182689667, 0.4963380694389343]","[0.2822958827018738, 0.5047550201416016]","[0.31222856044769287, 0.5095981955528259]","[0.34732067584991455, 0.5085699558258057]"
"[0.3765663206577301, 0.504029393196106]","[0.34296464920043945, 0.4957823157310486]","[0.30820855498313904, 0.49740469455718994]","[0.2805265784263611, 0.5054094791412354]","[0.31071585416793823, 0.5101131796836853]","[0.34589284658432007, 0.5090341567993164]"
"[0.37521088123321533, 0.5042665004730225]","[0.3415747284889221, 0.4959867596626282]","[0.3067999482154846, 0.4976871609687805]","[0.27915769815444946, 0.506050169467926]","[0.3089912235736847, 0.5108404159545898]","[0.3442484438419342, 0.5096552968025208]"
"[0.3741540014743805, 0.5023133754730225]","[0.3402652144432068, 0.4938220977783203]","[0.3048959970474243, 0.49529558420181274]","[0.27670377492904663, 0.5033056735992432]","[0.3073510229587555, 0.5082019567489624]","[0.34306004643440247, 0.507210910320282]"
"[0.374035507440567, 0.5014001727104187]","[0.34004148840904236, 0.4925866425037384]","[0.3046983480453491, 0.49409806728363037]","[0.27666014432907104, 0.5022689700126648]","[0.30737948417663574, 0.5072697401046753]","[0.3430401682853699, 0.5063014030456543]"
"[0.37412458658218384, 0.5017865896224976]","[0.3400016129016876, 0.49254342913627625]","[0.304254412651062, 0.49393969774246216]","[0.2760087847709656, 0.5023490190505981]","[0.3069506883621216, 0.5075727701187134]","[0.34282055497169495, 0.5066439509391785]"
"[0.37304529547691345, 0.5019287467002869]","[0.33872562646865845, 0.49267324805259705]","[0.30280113220214844, 0.49406999349594116]","[0.27443069219589233, 0.5025821328163147]","[0.3055104911327362, 0.507831335067749]","[0.3415750563144684, 0.5068883299827576]"
"[0.3735409080982208, 0.5020086765289307]","[0.3394727110862732, 0.49294936656951904]","[0.30389735102653503, 0.49437299370765686]","[0.27579885721206665, 0.5027958154678345]","[0.3064030706882477, 0.5079798102378845]","[0.3422447443008423, 0.5070242881774902]"
"[0.37392255663871765, 0.501687228679657]","[0.33981797099113464, 0.49266350269317627]","[0.3041168451309204, 0.49409666657447815]","[0.27614688873291016, 0.5023208260536194]","[0.30683574080467224, 0.5074461102485657]","[0.34264159202575684, 0.5065283179283142]"
"[0.3731342554092407, 0.5016304850578308]","[0.33887532353401184, 0.4928213655948639]","[0.303155779838562, 0.49439364671707153]","[0.27502334117889404, 0.5026862025260925]","[0.30591681599617004, 0.5076692700386047]","[0.341838002204895, 0.5066304802894592]"
"[0.3747462034225464, 0.5021163821220398]","[0.34087228775024414, 0.4933345317840576]","[0.3054733872413635, 0.49483710527420044]","[0.2774926722049713, 0.5030439496040344]","[0.30810025334358215, 0.5079984068870544]","[0.34366375207901, 0.5070116519927979]"
"[0.37687814235687256, 0.5019809007644653]","[0.3435709774494171, 0.4932652711868286]","[0.30869537591934204, 0.4947550892829895]","[0.28131604194641113, 0.5027792453765869]","[0.3112712502479553, 0.507645308971405]","[0.3462616205215454, 0.5067136883735657]"
"[0.3790569305419922, 0.5013177990913391]","[0.34624677896499634, 0.4926024079322815]","[0.3117040991783142, 0.49403509497642517]","[0.2844488024711609, 0.5018914341926575]","[0.3139916658401489, 0.5067063570022583]","[0.3485926389694214, 0.5059276223182678]"
"[0.37702658772468567, 0.5027448534965515]","[0.3435831665992737, 0.4937785565853119]","[0.3090949058532715, 0.4955090284347534]","[0.28225016593933105, 0.504162073135376]","[0.3115084171295166, 0.5089889764785767]","[0.34626275300979614, 0.5080202221870422]"
"[0.3784686028957367, 0.5028026700019836]","[0.34491246938705444, 0.49354085326194763]","[0.3101394474506378, 0.49513962864875793]","[0.2829926013946533, 0.5037893652915955]","[0.31235241889953613, 0.5087713599205017]","[0.34732872247695923, 0.5079690217971802]"
"[0.3771124482154846, 0.5029433965682983]","[0.34397178888320923, 0.4946410059928894]","[0.3096886873245239, 0.49641597270965576]","[0.28293001651763916, 0.5045166611671448]","[0.312361478805542, 0.509078323841095]","[0.34689193964004517, 0.5080235600471497]"
"[0.377612441778183, 0.5032038688659668]","[0.3441520929336548, 0.4944216012954712]","[0.30962446331977844, 0.4961770474910736]","[0.28271836042404175, 0.5047469735145569]","[0.3120582699775696, 0.5094196200370789]","[0.34686046838760376, 0.5084243416786194]"
"[0.37839528918266296, 0.503396213054657]","[0.34476932883262634, 0.4938948154449463]","[0.309925377368927, 0.49559563398361206]","[0.2831610441207886, 0.504508376121521]","[0.3123348355293274, 0.5094047784805298]","[0.34724193811416626, 0.5085452795028687]"
"[0.37904924154281616, 0.5029754638671875]","[0.345233678817749, 0.4935372471809387]","[0.31042778491973877, 0.4952526092529297]","[0.28377771377563477, 0.5041020512580872]","[0.3131154775619507, 0.5089924335479736]","[0.3480381965637207, 0.5081136226654053]"
"[0.3772759735584259, 0.5032608509063721]","[0.34308961033821106, 0.4939735531806946]","[0.3077838718891144, 0.4956572949886322]","[0.2806764245033264, 0.5043728351593018]","[0.3106256127357483, 0.5093413591384888]","[0.34606605768203735, 0.5083981156349182]"
"[0.37704750895500183, 0.5030332207679749]","[0.3429924249649048, 0.49397557973861694]","[0.30779317021369934, 0.4956994652748108]","[0.28043332695961, 0.5043949484825134]","[0.31046736240386963, 0.5093044638633728]","[0.34589892625808716, 0.5082736015319824]"
"[0.37688514590263367, 0.5028079152107239]","[0.34311729669570923, 0.49444159865379333]","[0.30812960863113403, 0.4961869716644287]","[0.28063836693763733, 0.5044779181480408]","[0.31089451909065247, 0.509094774723053]","[0.3461666703224182, 0.5079046487808228]"
"[0.3759182095527649, 0.503167450428009]","[0.3419971466064453, 0.49447840452194214]","[0.30686041712760925, 0.49629202485084534]","[0.2796396017074585, 0.5048277378082275]","[0.30973905324935913, 0.5095292925834656]","[0.34496647119522095, 0.5083433389663696]"
"[0.37622857093811035, 0.5026232004165649]","[0.34207430481910706, 0.4936755895614624]","[0.3067033588886261, 0.4953431189060211]","[0.2795041799545288, 0.5037631988525391]","[0.30969056487083435, 0.5088193416595459]","[0.3451131582260132, 0.507797122001648]"
"[0.37774235010147095, 0.5031320452690125]","[0.3436029553413391, 0.4940950870513916]","[0.3082364797592163, 0.49581456184387207]","[0.2808631658554077, 0.5043700337409973]","[0.31124237179756165, 0.5092920064926147]","[0.34666985273361206, 0.5082452297210693]"
"[0.3783966302871704, 0.5041558146476746]","[0.3444243371486664, 0.49516454339027405]","[0.30893757939338684, 0.49678975343704224]","[0.2812940180301666, 0.5051884055137634]","[0.31173667311668396, 0.5099868774414062]","[0.34717121720314026, 0.5090049505233765]"
"[0.3806769549846649, 0.5047587752342224]","[0.3468925952911377, 0.4960935711860657]","[0.3118671178817749, 0.49782299995422363]","[0.28461968898773193, 0.5061497688293457]","[0.3145996034145355, 0.5108632445335388]","[0.3496563136577606, 0.5098108053207397]"
"[0.38066861033439636, 0.5041998624801636]","[0.3473651111125946, 0.49600881338119507]","[0.3128015398979187, 0.49780282378196716]","[0.2858019471168518, 0.5058954954147339]","[0.3153204619884491, 0.5102924108505249]","[0.34999343752861023, 0.5092159509658813]"
"[0.38095206022262573, 0.5044158697128296]","[0.3475005328655243, 0.4958805441856384]","[0.31292861700057983, 0.4977181553840637]","[0.2859322130680084, 0.5059497356414795]","[0.3156042695045471, 0.5104469060897827]","[0.3502640128135681, 0.5094099044799805]"
"[0.3806789815425873, 0.5046164393424988]","[0.3473147749900818, 0.496426522731781]","[0.31273502111434937, 0.4982733130455017]","[0.28563183546066284, 0.5064560770988464]","[0.3154032230377197, 0.5108715295791626]","[0.3500833511352539, 0.5097025632858276]"
